query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_Q1085_o,7,1,63.0,50.0,10130,824,139
query_Q1085_o,7,2,65.0,50.0,10137,360,147
query_Q1085_o,7,3,67.0,50.0,10140,322,151
query_Q1085_o,7,4,66.0,50.0,10132,287,147
query_Q1085_o,7,5,73.0,50.0,10148,247,143
