query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_Q1439_o,2,1,35036.0,14750.0,100003,8281,90
query_Q1439_o,2,2,35172.0,14618.0,100000,6297,113
query_Q1439_o,2,3,35032.0,14748.0,100001,5807,123
query_Q1439_o,2,4,35055.0,14710.0,100000,5989,123
query_Q1439_o,2,5,34981.0,14790.0,100001,5975,125
