query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_520,2,1,25100.0,24964.0,100001,12651,34669395
query_520,2,2,25094.0,24966.0,100002,11510,34683241
query_520,2,3,25093.0,24968.0,100003,11286,34681847
query_520,2,4,25071.0,24975.0,100001,10656,34713679
query_520,2,5,25101.0,24964.0,100002,11058,34670790
