query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_SPO_o,7,1,101.0,99.0,10001,2376,1576
query_SPO_o,7,2,103.0,99.0,10003,2210,1494
query_SPO_o,7,3,105.0,99.0,10005,2208,1516
query_SPO_o,7,4,105.0,99.0,10005,2315,1810
query_SPO_o,7,5,104.0,99.0,10004,1951,1393
