query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_SPO_p,7,1,354.0,97.0,10054,949,117
query_SPO_p,7,2,380.0,97.0,10080,9229,115
query_SPO_p,7,3,344.0,97.0,10044,8832,117
query_SPO_p,7,4,368.0,97.0,10068,7950,117
query_SPO_p,7,5,345.0,97.0,10045,8001,116
