query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_Q1904_o,7,1,83.0,50.0,10168,832,123
query_Q1904_o,7,2,75.0,50.0,10153,425,101
query_Q1904_o,7,3,100.0,49.0,10006,314,95
query_Q1904_o,7,4,91.0,50.0,10182,312,99
query_Q1904_o,7,5,78.0,50.0,10158,280,110
