query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_SPO_o,3,1,587342.0,412659.0,1000001,806590,1225785
query_SPO_o,3,2,587132.0,412869.0,1000001,697114,1227046
query_SPO_o,3,3,586835.0,413166.0,1000001,634410,1227181
query_SPO_o,3,4,586910.0,413090.0,1000000,570767,1227685
query_SPO_o,3,5,587082.0,412919.0,1000001,546871,1226543
