query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_145,2,1,22764.0,15433.0,100000,10612,4955406
query_145,2,2,22770.0,15429.0,100004,9690,4953959
query_145,2,3,22681.0,15447.0,100002,9483,4980089
query_145,2,4,22823.0,15416.0,100004,9536,4942155
query_145,2,5,22628.0,15454.0,100004,9320,4994671
