/GDD/Thi/wdbench_multiple_bgps_count_all/query_579.sparql,39325,0.631
/GDD/Thi/wdbench_multiple_bgps_count_all/query_598.sparql,1387844,23.034
/GDD/Thi/wdbench_multiple_bgps_count_all/query_356.sparql,8504,45.284
/GDD/Thi/wdbench_multiple_bgps_count_all/query_669.sparql,Timeout,600.096
/GDD/Thi/wdbench_multiple_bgps_count_all/query_334.sparql,665,0.554
/GDD/Thi/wdbench_multiple_bgps_count_all/query_170.sparql,5765,0.191
/GDD/Thi/wdbench_multiple_bgps_count_all/query_272.sparql,Timeout,600.059
/GDD/Thi/wdbench_multiple_bgps_count_all/query_526.sparql,1105,0.204
/GDD/Thi/wdbench_multiple_bgps_count_all/query_599.sparql,3266451,37.371
/GDD/Thi/wdbench_multiple_bgps_count_all/query_165.sparql,121,0.134
/GDD/Thi/wdbench_multiple_bgps_count_all/query_424.sparql,1083954,14.609
/GDD/Thi/wdbench_multiple_bgps_count_all/query_324.sparql,430,0.372
/GDD/Thi/wdbench_multiple_bgps_count_all/query_144.sparql,4127114,27.520
/GDD/Thi/wdbench_multiple_bgps_count_all/query_345.sparql,8760,0.124
/GDD/Thi/wdbench_multiple_bgps_count_all/query_299.sparql,3092998,23.855
/GDD/Thi/wdbench_multiple_bgps_count_all/query_350.sparql,75,0.033
/GDD/Thi/wdbench_multiple_bgps_count_all/query_491.sparql,0,0.029
/GDD/Thi/wdbench_multiple_bgps_count_all/query_386.sparql,951832,27.627
/GDD/Thi/wdbench_multiple_bgps_count_all/query_167.sparql,4719,47.703
/GDD/Thi/wdbench_multiple_bgps_count_all/query_102.sparql,13218,0.336
/GDD/Thi/wdbench_multiple_bgps_count_all/query_662.sparql,2471078,21.823
/GDD/Thi/wdbench_multiple_bgps_count_all/query_582.sparql,0,0.032
/GDD/Thi/wdbench_multiple_bgps_count_all/query_588.sparql,2120,0.059
/GDD/Thi/wdbench_multiple_bgps_count_all/query_138.sparql,11966170,315.356
/GDD/Thi/wdbench_multiple_bgps_count_all/query_656.sparql,130,5.956
/GDD/Thi/wdbench_multiple_bgps_count_all/query_629.sparql,9185551,49.277
/GDD/Thi/wdbench_multiple_bgps_count_all/query_29.sparql,660617,0.978
/GDD/Thi/wdbench_multiple_bgps_count_all/query_336.sparql,5683,0.449
/GDD/Thi/wdbench_multiple_bgps_count_all/query_619.sparql,183,0.035
/GDD/Thi/wdbench_multiple_bgps_count_all/query_455.sparql,1717142,10.025
/GDD/Thi/wdbench_multiple_bgps_count_all/query_224.sparql,18712619,6.214
/GDD/Thi/wdbench_multiple_bgps_count_all/query_518.sparql,291754329,390.774
/GDD/Thi/wdbench_multiple_bgps_count_all/query_130.sparql,5237,1.473
/GDD/Thi/wdbench_multiple_bgps_count_all/query_438.sparql,0,0.037
/GDD/Thi/wdbench_multiple_bgps_count_all/query_391.sparql,4188680,51.121
/GDD/Thi/wdbench_multiple_bgps_count_all/query_451.sparql,101888,3.758
/GDD/Thi/wdbench_multiple_bgps_count_all/query_305.sparql,358,0.043
/GDD/Thi/wdbench_multiple_bgps_count_all/query_525.sparql,191520,2.959
/GDD/Thi/wdbench_multiple_bgps_count_all/query_228.sparql,714,0.102
/GDD/Thi/wdbench_multiple_bgps_count_all/query_560.sparql,10151,0.312
/GDD/Thi/wdbench_multiple_bgps_count_all/query_376.sparql,128,0.095
/GDD/Thi/wdbench_multiple_bgps_count_all/query_545.sparql,37280216,400.214
/GDD/Thi/wdbench_multiple_bgps_count_all/query_126.sparql,335165,11.825
/GDD/Thi/wdbench_multiple_bgps_count_all/query_76.sparql,284037,4.398
/GDD/Thi/wdbench_multiple_bgps_count_all/query_520.sparql,34704348,335.866
/GDD/Thi/wdbench_multiple_bgps_count_all/query_110.sparql,2427,0.711
/GDD/Thi/wdbench_multiple_bgps_count_all/query_501.sparql,256311,3.366
/GDD/Thi/wdbench_multiple_bgps_count_all/query_473.sparql,22,22.310
/GDD/Thi/wdbench_multiple_bgps_count_all/query_148.sparql,3447320,33.218
/GDD/Thi/wdbench_multiple_bgps_count_all/query_679.sparql,259,40.436
/GDD/Thi/wdbench_multiple_bgps_count_all/query_513.sparql,4085083,22.098
/GDD/Thi/wdbench_multiple_bgps_count_all/query_11.sparql,79,0.039
/GDD/Thi/wdbench_multiple_bgps_count_all/query_349.sparql,14699166,72.256
/GDD/Thi/wdbench_multiple_bgps_count_all/query_630.sparql,14603,0.261
/GDD/Thi/wdbench_multiple_bgps_count_all/query_347.sparql,1,39.313
/GDD/Thi/wdbench_multiple_bgps_count_all/query_319.sparql,21,0.046
/GDD/Thi/wdbench_multiple_bgps_count_all/query_295.sparql,1791,0.092
/GDD/Thi/wdbench_multiple_bgps_count_all/query_450.sparql,16069,0.543
/GDD/Thi/wdbench_multiple_bgps_count_all/query_577.sparql,0,0.037
/GDD/Thi/wdbench_multiple_bgps_count_all/query_478.sparql,667,0.055
/GDD/Thi/wdbench_multiple_bgps_count_all/query_15.sparql,133588,1.063
/GDD/Thi/wdbench_multiple_bgps_count_all/query_613.sparql,20987077,43.725
/GDD/Thi/wdbench_multiple_bgps_count_all/query_603.sparql,299617,2.041
/GDD/Thi/wdbench_multiple_bgps_count_all/query_52.sparql,328,0.088
/GDD/Thi/wdbench_multiple_bgps_count_all/query_300.sparql,2393,0.311
/GDD/Thi/wdbench_multiple_bgps_count_all/query_143.sparql,4027946,26.102
/GDD/Thi/wdbench_multiple_bgps_count_all/query_568.sparql,23552,0.329
/GDD/Thi/wdbench_multiple_bgps_count_all/query_464.sparql,352787,2.175
/GDD/Thi/wdbench_multiple_bgps_count_all/query_529.sparql,33,0.040
/GDD/Thi/wdbench_multiple_bgps_count_all/query_264.sparql,2509,0.124
/GDD/Thi/wdbench_multiple_bgps_count_all/query_567.sparql,247,0.044
/GDD/Thi/wdbench_multiple_bgps_count_all/query_216.sparql,98,1.336
/GDD/Thi/wdbench_multiple_bgps_count_all/query_590.sparql,4,0.042
/GDD/Thi/wdbench_multiple_bgps_count_all/query_360.sparql,10,39.920
/GDD/Thi/wdbench_multiple_bgps_count_all/query_131.sparql,0,0.043
/GDD/Thi/wdbench_multiple_bgps_count_all/query_344.sparql,13319,0.216
/GDD/Thi/wdbench_multiple_bgps_count_all/query_12.sparql,15089,0.141
/GDD/Thi/wdbench_multiple_bgps_count_all/query_255.sparql,36355364,167.982
/GDD/Thi/wdbench_multiple_bgps_count_all/query_427.sparql,340,0.578
/GDD/Thi/wdbench_multiple_bgps_count_all/query_169.sparql,1087,0.129
/GDD/Thi/wdbench_multiple_bgps_count_all/query_276.sparql,0,0.033
/GDD/Thi/wdbench_multiple_bgps_count_all/query_135.sparql,320726,2.088
/GDD/Thi/wdbench_multiple_bgps_count_all/query_434.sparql,1383893,20.206
/GDD/Thi/wdbench_multiple_bgps_count_all/query_622.sparql,2465,0.138
/GDD/Thi/wdbench_multiple_bgps_count_all/query_395.sparql,1706454,21.333
/GDD/Thi/wdbench_multiple_bgps_count_all/query_431.sparql,250250,2.574
/GDD/Thi/wdbench_multiple_bgps_count_all/query_458.sparql,84,0.079
/GDD/Thi/wdbench_multiple_bgps_count_all/query_635.sparql,Timeout,600.099
/GDD/Thi/wdbench_multiple_bgps_count_all/query_156.sparql,475638,1.961
/GDD/Thi/wdbench_multiple_bgps_count_all/query_158.sparql,368869491,113.877
/GDD/Thi/wdbench_multiple_bgps_count_all/query_519.sparql,180,0.048
/GDD/Thi/wdbench_multiple_bgps_count_all/query_168.sparql,16893224,455.592
/GDD/Thi/wdbench_multiple_bgps_count_all/query_155.sparql,Timeout,600.099
/GDD/Thi/wdbench_multiple_bgps_count_all/query_323.sparql,112,0.054
/GDD/Thi/wdbench_multiple_bgps_count_all/query_316.sparql,167,0.152
/GDD/Thi/wdbench_multiple_bgps_count_all/query_638.sparql,97279917,30.579
/GDD/Thi/wdbench_multiple_bgps_count_all/query_343.sparql,147367,0.911
/GDD/Thi/wdbench_multiple_bgps_count_all/query_572.sparql,63,0.048
/GDD/Thi/wdbench_multiple_bgps_count_all/query_515.sparql,39307,0.792
/GDD/Thi/wdbench_multiple_bgps_count_all/query_573.sparql,198,0.040
/GDD/Thi/wdbench_multiple_bgps_count_all/query_457.sparql,762,0.090
/GDD/Thi/wdbench_multiple_bgps_count_all/query_476.sparql,7213,0.107
/GDD/Thi/wdbench_multiple_bgps_count_all/query_536.sparql,2,0.031
/GDD/Thi/wdbench_multiple_bgps_count_all/query_578.sparql,1183,0.075
/GDD/Thi/wdbench_multiple_bgps_count_all/query_528.sparql,269254,1.775
/GDD/Thi/wdbench_multiple_bgps_count_all/query_523.sparql,0,0.033
/GDD/Thi/wdbench_multiple_bgps_count_all/query_210.sparql,9121,2.306
/GDD/Thi/wdbench_multiple_bgps_count_all/query_92.sparql,1,0.043
/GDD/Thi/wdbench_multiple_bgps_count_all/query_512.sparql,4792183,37.828
/GDD/Thi/wdbench_multiple_bgps_count_all/query_634.sparql,428,0.035
/GDD/Thi/wdbench_multiple_bgps_count_all/query_496.sparql,554543,1.161
/GDD/Thi/wdbench_multiple_bgps_count_all/query_352.sparql,17110269,10.718
/GDD/Thi/wdbench_multiple_bgps_count_all/query_20.sparql,111405,1.367
/GDD/Thi/wdbench_multiple_bgps_count_all/query_14.sparql,2525062,13.500
/GDD/Thi/wdbench_multiple_bgps_count_all/query_308.sparql,124,0.119
/GDD/Thi/wdbench_multiple_bgps_count_all/query_527.sparql,259029,1.422
/GDD/Thi/wdbench_multiple_bgps_count_all/query_485.sparql,67,0.039
/GDD/Thi/wdbench_multiple_bgps_count_all/query_273.sparql,Timeout,600.033
/GDD/Thi/wdbench_multiple_bgps_count_all/query_439.sparql,2832909,5.857
/GDD/Thi/wdbench_multiple_bgps_count_all/query_626.sparql,7142,0.119
/GDD/Thi/wdbench_multiple_bgps_count_all/query_524.sparql,291,0.037
/GDD/Thi/wdbench_multiple_bgps_count_all/query_284.sparql,Timeout,600.092
/GDD/Thi/wdbench_multiple_bgps_count_all/query_499.sparql,270194,2.337
/GDD/Thi/wdbench_multiple_bgps_count_all/query_456.sparql,1091215,15.181
/GDD/Thi/wdbench_multiple_bgps_count_all/query_385.sparql,967563,30.406
/GDD/Thi/wdbench_multiple_bgps_count_all/query_396.sparql,1097779,35.937
/GDD/Thi/wdbench_multiple_bgps_count_all/query_354.sparql,13087,71.015
/GDD/Thi/wdbench_multiple_bgps_count_all/query_666.sparql,44,0.995
/GDD/Thi/wdbench_multiple_bgps_count_all/query_314.sparql,159,0.086
/GDD/Thi/wdbench_multiple_bgps_count_all/query_119.sparql,106,0.069
/GDD/Thi/wdbench_multiple_bgps_count_all/query_357.sparql,1327,71.388
/GDD/Thi/wdbench_multiple_bgps_count_all/query_551.sparql,50,0.035
/GDD/Thi/wdbench_multiple_bgps_count_all/query_77.sparql,153388,2.695
/GDD/Thi/wdbench_multiple_bgps_count_all/query_604.sparql,Timeout,600.100
/GDD/Thi/wdbench_multiple_bgps_count_all/query_546.sparql,26874372,329.337
/GDD/Thi/wdbench_multiple_bgps_count_all/query_288.sparql,5886774,14.647
/GDD/Thi/wdbench_multiple_bgps_count_all/query_628.sparql,50,0.050
/GDD/Thi/wdbench_multiple_bgps_count_all/query_289.sparql,1119076,5.665
/GDD/Thi/wdbench_multiple_bgps_count_all/query_592.sparql,0,0.052
/GDD/Thi/wdbench_multiple_bgps_count_all/query_382.sparql,58,0.045
/GDD/Thi/wdbench_multiple_bgps_count_all/query_134.sparql,820,0.096
/GDD/Thi/wdbench_multiple_bgps_count_all/query_162.sparql,64,0.095
/GDD/Thi/wdbench_multiple_bgps_count_all/query_202.sparql,29,0.130
/GDD/Thi/wdbench_multiple_bgps_count_all/query_253.sparql,17973,0.863
/GDD/Thi/wdbench_multiple_bgps_count_all/query_677.sparql,62,1.863
/GDD/Thi/wdbench_multiple_bgps_count_all/query_676.sparql,162,0.058
/GDD/Thi/wdbench_multiple_bgps_count_all/query_99.sparql,867,0.053
/GDD/Thi/wdbench_multiple_bgps_count_all/query_506.sparql,155,0.124
/GDD/Thi/wdbench_multiple_bgps_count_all/query_136.sparql,309540,2.627
/GDD/Thi/wdbench_multiple_bgps_count_all/query_145.sparql,7011884,42.392
/GDD/Thi/wdbench_multiple_bgps_count_all/query_435.sparql,2828922,16.907
/GDD/Thi/wdbench_multiple_bgps_count_all/query_595.sparql,5190655,28.280
/GDD/Thi/wdbench_multiple_bgps_count_all/query_166.sparql,6052,0.151
/GDD/Thi/wdbench_multiple_bgps_count_all/query_164.sparql,6963,0.105
/GDD/Thi/wdbench_multiple_bgps_count_all/query_646.sparql,8,180.598
/GDD/Thi/wdbench_multiple_bgps_count_all/query_484.sparql,2,0.046
/GDD/Thi/wdbench_multiple_bgps_count_all/query_505.sparql,448876,2.363
/GDD/Thi/wdbench_multiple_bgps_count_all/query_564.sparql,3,0.037
/GDD/Thi/wdbench_multiple_bgps_count_all/query_17.sparql,65,22.598
/GDD/Thi/wdbench_multiple_bgps_count_all/query_589.sparql,81,0.033
/GDD/Thi/wdbench_multiple_bgps_count_all/query_3.sparql,148,0.112
/GDD/Thi/wdbench_multiple_bgps_count_all/query_552.sparql,7,0.031
/GDD/Thi/wdbench_multiple_bgps_count_all/query_280.sparql,2722,0.037
/GDD/Thi/wdbench_multiple_bgps_count_all/query_468.sparql,2556498,25.404
/GDD/Thi/wdbench_multiple_bgps_count_all/query_559.sparql,100,0.043
/GDD/Thi/wdbench_multiple_bgps_count_all/query_584.sparql,2122,0.108
/GDD/Thi/wdbench_multiple_bgps_count_all/query_150.sparql,15906835,18.074
/GDD/Thi/wdbench_multiple_bgps_count_all/query_596.sparql,2467611,18.376
/GDD/Thi/wdbench_multiple_bgps_count_all/query_631.sparql,2550797,18.854
/GDD/Thi/wdbench_multiple_bgps_count_all/query_658.sparql,2,0.027
/GDD/Thi/wdbench_multiple_bgps_count_all/query_614.sparql,Timeout,600.103
/GDD/Thi/wdbench_multiple_bgps_count_all/query_393.sparql,179,0.041
/GDD/Thi/wdbench_multiple_bgps_count_all/query_673.sparql,110,0.191
/GDD/Thi/wdbench_multiple_bgps_count_all/query_358.sparql,109,80.623
/GDD/Thi/wdbench_multiple_bgps_count_all/query_61.sparql,621,0.064
/GDD/Thi/wdbench_multiple_bgps_count_all/query_212.sparql,58457,2.502
/GDD/Thi/wdbench_multiple_bgps_count_all/query_486.sparql,2567,0.147
/GDD/Thi/wdbench_multiple_bgps_count_all/query_298.sparql,25,0.027
/GDD/Thi/wdbench_multiple_bgps_count_all/query_605.sparql,Timeout,600.019
/GDD/Thi/wdbench_multiple_bgps_count_all/query_502.sparql,21638,0.250
/GDD/Thi/wdbench_multiple_bgps_count_all/query_600.sparql,3209906,51.212
/GDD/Thi/wdbench_multiple_bgps_count_all/query_186.sparql,8049,0.199
/GDD/Thi/wdbench_multiple_bgps_count_all/query_558.sparql,102,0.078
/GDD/Thi/wdbench_multiple_bgps_count_all/query_208.sparql,60,0.041
/GDD/Thi/wdbench_multiple_bgps_count_all/query_593.sparql,383347,7.295
/GDD/Thi/wdbench_multiple_bgps_count_all/query_637.sparql,30986476,470.264
/GDD/Thi/wdbench_multiple_bgps_count_all/query_256.sparql,29977745,463.878
/GDD/Thi/wdbench_multiple_bgps_count_all/query_407.sparql,70135159,99.259
/GDD/Thi/wdbench_multiple_bgps_count_all/query_423.sparql,120062,46.340
/GDD/Thi/wdbench_multiple_bgps_count_all/query_659.sparql,Timeout,600.080
/GDD/Thi/wdbench_multiple_bgps_count_all/query_504.sparql,128744,2.734
/GDD/Thi/wdbench_multiple_bgps_count_all/query_632.sparql,9312271,87.172
/GDD/Thi/wdbench_multiple_bgps_count_all/query_146.sparql,5523263,34.677
/GDD/Thi/wdbench_multiple_bgps_count_all/query_195.sparql,5,0.120
/GDD/Thi/wdbench_multiple_bgps_count_all/query_474.sparql,7,0.028
/GDD/Thi/wdbench_multiple_bgps_count_all/query_465.sparql,349696,3.166
/GDD/Thi/wdbench_multiple_bgps_count_all/query_548.sparql,13668423,138.843
/GDD/Thi/wdbench_multiple_bgps_count_all/query_469.sparql,7369922,41.974
/GDD/Thi/wdbench_multiple_bgps_count_all/query_294.sparql,932,0.078
/GDD/Thi/wdbench_multiple_bgps_count_all/query_149.sparql,191663814,162.023
/GDD/Thi/wdbench_multiple_bgps_count_all/query_514.sparql,1904750,30.723
/GDD/Thi/wdbench_multiple_bgps_count_all/query_147.sparql,8501245,57.624
/GDD/Thi/wdbench_multiple_bgps_count_all/query_283.sparql,973570,1.991
/GDD/Thi/wdbench_multiple_bgps_count_all/query_137.sparql,9468982,272.911
/GDD/Thi/wdbench_multiple_bgps_count_all/query_447.sparql,1363111,8.016
/GDD/Thi/wdbench_multiple_bgps_count_all/query_140.sparql,633735,2.500
/GDD/Thi/wdbench_multiple_bgps_count_all/query_379.sparql,349899,5.656
/GDD/Thi/wdbench_multiple_bgps_count_all/query_10.sparql,8080,0.326
/GDD/Thi/wdbench_multiple_bgps_count_all/query_13.sparql,364061,2.297
/GDD/Thi/wdbench_multiple_bgps_count_all/query_42.sparql,163,0.077
/GDD/Thi/wdbench_multiple_bgps_count_all/query_182.sparql,2591,0.083
/GDD/Thi/wdbench_multiple_bgps_count_all/query_286.sparql,585,0.043
/GDD/Thi/wdbench_multiple_bgps_count_all/query_74.sparql,64430,1.737
/GDD/Thi/wdbench_multiple_bgps_count_all/query_587.sparql,258,0.035
/GDD/Thi/wdbench_multiple_bgps_count_all/query_425.sparql,1041231,15.536
/GDD/Thi/wdbench_multiple_bgps_count_all/query_680.sparql,8,0.043
/GDD/Thi/wdbench_multiple_bgps_count_all/query_555.sparql,799,0.071
/GDD/Thi/wdbench_multiple_bgps_count_all/query_494.sparql,1031409,4.512
/GDD/Thi/wdbench_multiple_bgps_count_all/query_533.sparql,232385,5.343
/GDD/Thi/wdbench_multiple_bgps_count_all/query_355.sparql,546090,57.381
