query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_391,5,1,4680.0,4539.0,100003,5289,3415284
query_391,5,2,4674.0,4540.0,100014,4070,3315258
query_391,5,3,4669.0,4540.0,100012,3628,3406023
query_391,5,4,4691.0,4539.0,100014,3538,3401942
query_391,5,5,4677.0,4540.0,100019,3279,3473895
