query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_SPO_p,4,1,5556.0,445.0,10006,1594,465
query_SPO_p,4,2,5380.0,462.0,10000,2099,482
query_SPO_p,4,3,5490.0,451.0,10000,2222,471
query_SPO_p,4,4,5650.0,435.0,10000,2105,455
query_SPO_p,4,5,5620.0,438.0,10000,2049,457
