query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_469,7,1,50.0,50.0,10100,715,7306278
query_469,7,2,50.0,50.0,10100,266,7306278
query_469,7,3,50.0,50.0,10100,224,7306278
query_469,7,4,50.0,50.0,10100,226,7306278
query_469,7,5,50.0,50.0,10100,223,7306278
