query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_Q176_o,1,1,3387.0,1551.0,10001,1911,54
query_Q176_o,1,2,3398.0,1554.0,10001,1059,63
query_Q176_o,1,3,3392.0,1549.0,10000,717,59
query_Q176_o,1,4,3381.0,1560.0,10001,743,60
query_Q176_o,1,5,3371.0,1574.0,10001,679,61
