query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_Q9899_o,9,1,8352.0,4917.0,1000181,21396,4684
query_Q9899_o,9,2,8229.0,4918.0,1000137,20565,5020
query_Q9899_o,9,3,8310.0,4917.0,1000105,21172,3380
query_Q9899_o,9,4,8417.0,4916.0,1000117,20970,5030
query_Q9899_o,9,5,8326.0,4917.0,1000139,20132,4632
