query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_SPO_s,2,1,50024.0,49976.0,100000,11194,30281220
query_SPO_s,2,2,50023.0,49977.0,100000,6337,29727811
query_SPO_s,2,3,50022.0,49978.0,100000,6338,29473013
query_SPO_s,2,4,50025.0,49976.0,100001,6150,29552722
query_SPO_s,2,5,50023.0,49978.0,100001,6105,29885579
