query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_SPO_o,2,1,55982.0,44018.0,100000,40973,178244
query_SPO_o,2,2,55979.0,44022.0,100001,61867,179178
query_SPO_o,2,3,55949.0,44051.0,100000,60290,179352
query_SPO_o,2,4,55934.0,44066.0,100000,58468,179069
query_SPO_o,2,5,56138.0,43863.0,100001,56395,178017
