query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_Q1904_o,1,1,3365.0,1577.0,10000,1956,164
query_Q1904_o,1,2,3358.0,1577.0,10002,1030,153
query_Q1904_o,1,3,3397.0,1545.0,10002,862,165
query_Q1904_o,1,4,3341.0,1602.0,10001,733,177
query_Q1904_o,1,5,3378.0,1555.0,10001,684,161
