query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_SPO_o,8,1,1099.0,990.0,100099,12097,7791
query_SPO_o,8,2,1102.0,989.0,100002,13795,8099
query_SPO_o,8,3,1090.0,990.0,100090,14801,7754
query_SPO_o,8,4,1088.0,990.0,100088,13643,8173
query_SPO_o,8,5,1096.0,990.0,100096,14315,7792
