query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_Q3224_o,5,1,7913.0,4192.0,100001,6541,867
query_Q3224_o,5,2,7874.0,4196.0,100006,4756,923
query_Q3224_o,5,3,7862.0,4197.0,100021,4458,1471
query_Q3224_o,5,4,7966.0,4188.0,100003,4793,901
query_Q3224_o,5,5,7889.0,4195.0,100004,4451,1611
