query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_SPO_o,5,1,10700.0,8930.0,100000,4670,46785
query_SPO_o,5,2,10700.0,8931.0,100010,12350,46781
query_SPO_o,5,3,10710.0,8929.0,100000,12981,46697
query_SPO_o,5,4,10661.0,8934.0,100001,12706,46789
query_SPO_o,5,5,10693.0,8931.0,100003,12847,46695
