query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_SPO_p,5,1,83770.0,1623.0,100000,14366,1637
query_SPO_p,5,2,83590.0,1641.0,100000,16845,1655
query_SPO_p,5,3,83600.0,1640.0,100000,15897,1653
query_SPO_p,5,4,83670.0,1633.0,100000,15146,1646
query_SPO_p,5,5,83740.0,1626.0,100000,14771,1639
