query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_SPO_p,9,1,655500.0,3445.0,1000000,117744,3450
query_SPO_p,9,2,654300.0,3457.0,1000000,110693,3462
query_SPO_p,9,3,651300.0,3487.0,1000000,110976,3492
query_SPO_p,9,4,656400.0,3436.0,1000000,103886,3441
query_SPO_p,9,5,653700.0,3463.0,1000000,86424,3468
