Query_Index,Execution_Time,Result,Triple_Count
query_338,2375,132098.28169014084,3
query_515,2339,39401.182954656055,3
query_519,1448,179.94919545161983,3
query_48,1847,169836869624.95352,3
query_435,2210,2833377.2673094952,3
query_256,8381,29984994.69718545,3
query_384,1850,76096.7026470521,3
query_254,1830,2240161416.598065,3
query_253,2966,10317.235786367297,3
query_383,1865,76253.84056577864,3
query_382,1495,57.88861592946839,3
query_258,1548,14481355.161893347,3
query_478,1917,667.3018465726686,3
query_265,1519,44906400000.0,3
query_250,2355,27270630170.660168,3
query_482,1790,468343065.612234,3
query_25,1642,1311084802.7969136,3
query_427,1787,335.52250933742346,3
query_487,1849,10471764885.974268,3
query_423,3461,119299.90784402,3
query_479,82762,0.0,3
query_381,1532,13195.57975768261,3
query_436,1990,69196051.91688226,3
query_271,1612,229901320.14782816,3
query_390,1668,149.19675658031397,3
query_450,2610,16107.850013294146,3
query_46,1902,59461376211.678566,3
query_392,2342,4180811.193964237,3
query_389,1313,148.99557968434792,3
query_446,1832,1406891.7666980666,3
query_445,2165,14671635.099482546,3
query_386,2868,948867.5824637124,3
query_262,1397,1593269.0920682882,3
query_388,1510,149.0663027678068,3
query_442,2087,10442782611.832396,3
query_441,1751,4196674366.230823,3
query_440,1625,54263025177.367294,3
query_387,2267,24126566046.20399,3
query_465,1939,349528.17437033646,3
query_466,2485,4159570.367047708,3
query_27,3809,330371750330.1381,3
query_422,2124,9186874831.280298,3
query_266,1666,471925440000.0,3
query_416,1590,52738461328.0,3
query_239,1578,492523004412.00006,3
query_293,4038,19958143185845.523,3
query_281,1724,154970681.73191145,3
query_508,1884,83344764612750.0,3
query_498,3247,1057460662.599805,3
query_417,1991,26369230664.0,3
query_275,1435,30475563264.0,3
query_286,1626,584.9303570378213,3
query_375,3070,1931281707.0547807,3
query_285,2719,4828936942.87377,3
query_42,1666,161.55672274370107,3
query_278,1615,10996286752.000002,3
query_280,1362,2797.516123710104,3
query_29,1547,661310.9273894227,3
query_279,2131,674029599.1034317,3
query_243,1683,388366208820.0,3
query_40,1714,76082244832.83224,3
query_637,5892,0.0,4
query_396,2386,1158342.2730236044,4
query_282,1705,815127.1204642167,4
query_102,1987,13235.76828765462,4
query_337,4031,1570803816759675.8,4
query_105,1978,0.9537985726926164,4
query_670,2157,6064169405.345619,4
query_148,2035,3434400.000733205,4
query_638,1331,97296296.95086391,4
query_288,1936,5907227.049913671,4
query_449,5130,17795728545.616135,4
query_154,2131,1.6696941084587972e+24,4
query_101,1738,9317709976.706306,4
query_618,1513,761056040.8298305,4
query_371,1346,33974.06835894234,4
query_453,2080,234350221.4934781,4
query_92,2120,0.996173221690408,4
query_83,1759,504128825.7597149,4
query_81,2245,351343901386.9296,4
query_137,2116,8938175.647878964,4
query_672,3870,136066333.0826678,4
query_115,1801,163852821.5825272,4
query_428,2035,452939531.1390274,4
query_332,1854,215272906306.47803,4
query_66,1998,2382829943.6644664,4
query_675,3893,27133272790804.51,4
query_659,4803,3849454339.065135,4
query_678,1684,1071611981.659306,4
query_294,1635,929.9372909698995,4
query_125,3042,14410071649.369535,4
query_43,1865,1670655268.350457,4
query_71,3416,105308775.50619404,4
query_431,1777,250147.5528683343,4
query_652,1643,52079489.48592169,4
query_414,2207,1.3720559224482685e+19,4
query_433,1945,4689245927.498434,4
query_65,1939,54813212713.74653,4
query_434,2176,1381917.2485742683,4
query_77,1887,154159.52168834407,4
query_8,3493,18545968872.19557,4
query_646,1899,0.0,4
query_116,1899,2044890564.727776,4
query_316,1599,164.56960376113676,4
query_138,3172,12175395.729956407,4
query_514,2168,1892194.5713612689,4
query_36,2262,18081879691.00726,4
query_39,3374,1667263430.2815042,4
query_212,2234,58988.76022287714,4
query_497,3105,1376928872.5897255,4
query_35,1984,132953982812.51672,4
query_303,2349,7219037803.406839,4
query_309,3549,19085324.854610324,4
query_26,1742,8540.418865036852,4
query_468,1810,2551809.2999301846,4
query_179,1463,9180990.351255622,4
query_216,2213,90.70915047212463,4
query_24,1696,5180998902333614.0,4
query_307,3931,41100386073.55911,4
query_207,2987,1745145.0660385904,4
query_183,2569,79774765708.80731,4
query_203,2634,16534421.271930492,4
query_57,4086,1736087118699.672,4
query_55,2012,4372477448140080.0,4
query_19,1900,107699212.9276592,4
query_193,1713,1145763371200960.8,4
query_47,2055,59993255047.19143,4
query_217,1282,31071.056715462764,4
query_609,1768,2021513885.5930872,4
query_232,2491,29045909546.484207,4
query_459,2767,6485587.832414409,4
query_53,3459,137864989.4460954,4
query_460,2377,460206623459.142,4
query_23,2446,3536.066487932747,4
query_503,3162,447400380.4790497,4
query_234,2398,271298699.2016964,4
query_605,2808,4791984761.550889,4
query_374,1734,1950022972.196316,4
query_166,1873,5928.073757545333,4
query_167,2910,3820.049085105961,4
query_168,2149,18695776.64496466,4
query_512,1853,4795285.63332468,4
query_373,1478,31.77177367657478,4
query_362,2347,0.0,5
query_516,1560,2867437.3716713884,5
query_38,2825,1408014781.375373,5
query_424,1695,1081621.6298776532,5
query_426,1639,1328284971.383042,5
query_242,1919,14365268773206.48,5
query_377,1888,6412355025.638516,5
query_114,1967,23298410427.812355,5
query_224,1558,18987811.23886425,5
query_233,1862,13995326413.161076,5
query_41,2496,77929286.07014106,5
query_113,2064,96969279.1856362,5
query_376,1559,129.21459823046396,5
query_210,2150,8973.720364024713,5
query_486,1955,2588.384863123993,5
query_72,2172,1357252470.113644,5
query_73,2463,28363316200.789787,5
query_75,1779,4261027510.2697816,5
query_241,1533,189525077384.81564,5
query_109,2009,1306881287.9218853,5
query_248,4588,996287414.3801526,5
query_249,3336,19896467.525121253,5
query_139,2260,0.0,5
query_44,2075,661647493.0076667,5
query_142,1909,1253699277.8554103,5
query_143,1901,4019398.347397743,5
query_346,4603,153.19739618940048,5
query_169,1516,1093.5957845571136,5
query_149,2708,11694133.707802532,5
query_600,1776,3202596.570067968,5
query_152,3285,3.7563954284049054e+22,5
query_153,1941,28213405509.28241,5
query_45,1848,7024908000.73442,5
query_451,2489,101333.78711524696,5
query_452,2205,4293139509.247247,5
query_163,1467,856523660.3085895,5
query_16,2778,1431291058685.5332,5
query_347,4621,0.0,5
query_639,2282,8.968485985215063e+27,5
query_614,3532,3526879230.148524,5
query_437,1778,3989.680891705432,5
query_185,1562,21580517.811026573,5
query_129,2128,24098636118.47525,5
query_432,1857,4701233377.247782,5
query_297,1583,76728951904.18755,5
query_430,1512,2139551895.5765405,5
query_64,1821,24574873008.555416,5
query_647,2500,3170287167.308203,5
query_429,2840,1739646595.9252772,5
query_425,1693,1034461.890337281,6
query_517,1719,45759141.79350528,6
query_37,2966,1397131462.7545676,6
query_118,2136,3.255846450644445e+17,6
query_117,2232,22942134990.706696,6
query_358,1729,196.6690999893144,6
query_60,1736,5609837240.096485,6
query_604,2875,25534374.119450383,6
query_17,2446,0.0,6
query_171,1338,0.0,6
query_237,1500,17060341615.773745,6
query_78,1747,49097534836.86846,6
query_211,3899,21558749.92700656,6
query_108,1965,3379067250.087742,6
query_574,1600,11765863.595918369,6
query_214,2032,74485727.60588421,6
query_244,1593,1747409576.2711864,6
query_360,2877,0.0,6
query_59,1623,66985544.59280434,6
query_635,2398,328557451181500.6,6
query_454,3395,35459384.89104294,7
query_181,1549,346137.74942058214,7
query_284,1568,32219882586.71286,7
query_107,1814,3344326427.6491394,7
query_378,1833,130717383.8557554,7
query_272,1968,141005069.51899803,9
query_496,1438,594883.2690909092,9
query_273,1977,31326606.89326849,10
