Query_Index,Execution_Time,Result,Triple_Count
query_3,2910,148.597256958451,2
query_30,2683,8.575810444833155E8,3
query_300,4053,2337.511608878512,2
query_301,2736,1.5219903569999998E9,2
query_302,2714,13.036493500154565,2
query_303,2349,7.219037803406839E9,4
query_304,2203,1.2581954835596393E11,3
query_305,2250,358.23053230532304,2
query_306,1692,2.845354431326071E8,3
query_307,3931,4.1100386073559105E10,4
query_308,3092,124.84846641626496,2
query_309,3549,1.9085324854610324E7,4
query_31,2176,4.419198E7,2
query_310,2475,2.4007103148E10,2
query_311,3102,2.0620535837099994E11,2
query_312,2597,9.522764594999998E10,2
query_313,2203,6.244676081513625E7,3
query_314,2709,158.67099343042503,2
query_315,1702,2.27573136E8,3
query_316,1599,164.56960376113676,4
query_317,1740,2.9436673755164605E8,3
query_318,3280,3381.1866666666665,2
query_319,2664,20.832622844311718,2
query_32,2654,1.3389283000000001E8,2
query_320,2689,4.713271833600001E10,2
query_321,2570,3.024560220352E12,2
query_322,2835,9.26815824E10,2
query_323,1605,112.08281589272791,2
query_324,3818,426.4862062693264,2
query_325,2633,3.0658137940000005E9,2
query_326,4842,12092.510583442907,2
query_327,2538,4.392353033999712E10,3
query_328,3202,599.7480274113308,3
query_329,2330,3.5106483954E10,2
query_33,1403,6.6878135E8,3
query_330,2747,1.56735831522E11,2
query_331,2779,6.90897334545E11,2
query_332,1854,2.1527290630647803E11,4
query_333,2285,1.7081455405361507E10,3
query_334,2796,665.118628030751,2
query_335,2616,2.2681692E8,2
query_336,3770,5620.608647341416,2
query_337,4031,1.5708038167596758E15,4
query_338,2375,132098.28169014084,3
query_339,3020,51229.28422241397,2
query_34,2550,6.3888469634681076E7,3
query_340,1529,1.0060809536179116E8,3
query_341,2467,1.948754778E9,2
query_342,2642,2.96425089E8,2
query_343,1792,147440.16942461525,3
query_344,1843,13330.008596494672,2
query_345,1605,8765.604303086997,2
query_346,4603,153.19739618940048,5
query_347,4621,0.0,5
query_348,1548,4791.980204906748,2
query_349,2763,1.4691218530819334E7,2
query_35,1984,1.3295398281251671E11,4
query_350,1656,74.85601314658948,2
query_351,2854,8554685.301156998,2
query_352,2495,1.775706522595705E7,2
query_353,1669,15586.748097604117,3
query_354,2410,11472.7258482552,3
query_355,2126,551182.6536796537,3
query_356,2334,7135.747335732242,3
query_357,2735,14.529769392033543,3
query_358,1729,196.6690999893144,6
query_359,2232,4.282228690353279E7,3
query_36,2262,1.808187969100726E10,4
query_360,2877,0.0,6
query_361,3114,1.0226661611849552E14,2
query_362,2347,0.0,5
query_363,1832,4.4342774784E11,3
query_364,2888,3.7792137599999995E9,2
query_365,2913,1.50986588256E11,2
query_366,2490,2.59240066848E11,2
query_367,1716,4086.513247661979,2
query_368,2935,1.192806692E10,2
query_369,2765,1.67748672E9,2
query_37,2966,1.3971314627545676E9,6
query_370,2808,8.38829348E8,2
query_371,1346,33974.06835894234,4
query_372,2620,1.0069147399999999E8,2
query_373,1478,31.77177367657478,4
query_374,1734,1.9500229721963158E9,4
query_375,3070,1.9312817070547807E9,3
query_376,1559,129.21459823046396,5
query_377,1888,6.412355025638516E9,5
query_378,1833,1.3071738385575539E8,7
query_379,3120,352018.72952129005,2
query_38,2825,1.408014781375373E9,5
query_380,2759,40.213285291597074,2
query_381,1532,13195.57975768261,3
query_382,1495,57.88861592946839,3
query_383,1865,76253.84056577864,3
query_384,1850,76096.7026470521,3
query_385,5297,960852.2234682543,2
query_386,2868,948867.5824637124,3
query_387,2267,2.412656604620399E10,3
query_388,1510,149.0663027678068,3
query_389,1313,148.99557968434792,3
query_39,3374,1.6672634302815042E9,4
query_390,1668,149.19675658031395,3
query_391,2444,4183028.36700267,2
query_392,2342,4180811.193964237,3
query_393,1519,179.4915517635408,2
query_394,4707,953028.7566909222,2
query_395,2531,1706073.5079284655,2
query_396,2386,1158342.2730236044,4
query_397,2427,2.13001195E8,2
query_398,3080,7.060021427E10,2
query_399,2280,4.1138220504648155E10,3
query_4,2746,6.7974490448E10,2
query_40,1714,7.608224483283224E10,3
query_400,2777,2.099029958E9,2
query_401,2889,5.4218486E7,2
query_402,3097,5.88657848E8,2
query_403,2692,9.6818725E7,2
query_404,3047,7.280768119999999E8,2
query_406,3023,1.35546215E8,2
query_407,4311,1.8419445581649274E7,2
query_408,3854,3.7082676957556044E14,2
query_409,75760,0.0,2
query_41,2496,7.792928607014106E7,5
query_410,2831,6.66112828E8,2
query_411,3052,4.793688712199999E10,2
query_412,2845,2.8852344E7,2
query_413,2573,9.7286904E7,2
query_414,2207,1.3720559224482683E19,4
query_415,3175,2.0093286928E10,2
query_416,1590,5.2738461328E10,3
query_417,1991,2.6369230664E10,3
query_418,2807,1.9209873687999996E10,2
query_419,2987,6.078144394E9,2
query_42,1666,161.55672274370107,3
query_420,2465,8.364159692E10,2
query_421,3559,2.5604313159599995E12,2
query_422,2124,9.186874831280298E9,3
query_423,3461,119299.90784402001,3
query_424,1695,1081621.6298776532,5
query_425,1693,1034461.890337281,6
query_426,1639,1.3282849713830419E9,5
query_427,1787,335.52250933742346,3
query_428,2035,4.529395311390274E8,4
query_429,2840,1.7396465959252772E9,5
query_43,1865,1.670655268350457E9,4
query_430,1512,2.1395518955765405E9,5
query_431,1777,250147.5528683343,4
query_432,1857,4.701233377247782E9,5
query_433,1945,4.689245927498434E9,4
query_434,2176,1381917.2485742683,4
query_435,2210,2833377.2673094952,3
query_436,1990,6.919605191688226E7,3
query_437,1778,3989.680891705432,5
query_439,2055,2836254.1073452504,2
query_44,2075,6.616474930076667E8,5
query_440,1625,5.4263025177367294E10,3
query_441,1751,4.1966743662308226E9,3
query_442,2087,1.0442782611832396E10,3
query_443,2885,3.368574E8,2
query_444,2460,2.1682310793000006E11,2
query_445,2165,1.4671635099482546E7,3
query_446,1832,1406891.7666980666,3
query_447,1869,1361258.769353472,2
query_448,2161,9.614030422499998E10,2
query_449,5130,1.7795728545616135E10,4
query_45,1848,7.02490800073442E9,5
query_450,2610,16107.850013294146,3
query_451,2489,101333.78711524697,5
query_452,2205,4.293139509247247E9,5
query_453,2080,2.343502214934781E8,4
query_454,3395,3.545938489104294E7,7
query_455,1997,1717982.1997595895,2
query_456,2176,1088927.8420516634,2
query_457,2703,762.9292129989759,2
query_458,2913,84.28335660386239,2
query_459,2767,6485587.832414409,4
query_46,1902,5.9461376211678566E10,3
query_460,2377,4.60206623459142E11,4
query_461,2275,3.010034571E10,2
query_462,2519,1.113770238E10,2
query_463,2674,1.3578318000000002E9,2
query_464,2418,352219.57264259015,2
query_465,1939,349528.17437033646,3
query_466,2485,4159570.3670477076,3
query_467,2821,8.0053018868E10,2
query_468,1810,2551809.2999301846,4
query_469,3517,7373641.88316,2
query_47,2055,5.999325504719143E10,4
query_470,1456,95.27890771061129,2
query_471,2700,1.4612556E8,2
query_472,2979,3.083249316E9,2
query_473,4992,15.422391335870039,2
query_474,2240,7.0,2
query_475,2595,1.1196335506999998E12,2
query_476,1736,7205.408133676466,2
query_477,2391,851.0,2
query_478,1917,667.3018465726686,3
query_479,82762,0.0,3
query_48,1847,1.6983686962495352E11,3
query_481,3061,1.2911022815200002E11,2
query_482,1790,4.68343065612234E8,3
query_483,2247,1.8161974E7,2
query_484,2314,2.0067359487491117,2
query_485,1554,66.77915034648991,2
query_486,1955,2588.3848631239935,5
query_487,1849,1.0471764885974268E10,3
query_488,63234,0.0,2
query_489,2233,335664.0,2
query_49,2534,7.304703720000001E9,2
query_490,3115,1.588397251E9,2
query_491,2545,0.0,2
query_492,2676,8.5055523E7,2
query_493,2896,2.313734724E9,2
query_494,2549,1031324.2084407993,2
query_495,2339,1.00094656E8,2
query_496,1438,594883.2690909092,9
query_497,3105,1.3769288725897255E9,4
query_498,3247,1.057460662599805E9,3
query_499,2449,270210.0651900252,2
query_5,2251,9704244.0,2
query_50,2334,2.5014168000000004E7,2
query_500,2796,1.678371E8,2
query_501,2248,256323.85740420473,2
query_502,2030,21639.744518979875,2
query_503,3162,4.474003804790497E8,4
query_504,2229,128746.62915376163,2
query_505,2265,448917.7722946565,2
query_506,2750,155.91097843153457,2
query_507,3578,4.1672382306392217E12,2
query_508,1884,8.334476461275E13,3
query_509,3331,7.730812053999999E9,2
query_51,2300,2.85274848E8,2
query_510,3150,4.20585556496E11,2
query_512,1853,4795285.63332468,4
query_513,2224,4085830.939726793,2
query_514,2168,1892194.5713612689,4
query_515,2339,39401.182954656055,3
query_516,1560,2867437.3716713884,5
query_517,1719,4.5759141793505274E7,6
query_518,4073,3.061973748884162E8,2
query_519,1448,179.94919545161983,3
query_52,1813,331.2931653194969,3
query_520,10345,3.47080140002195E7,2
query_521,1786,1.3712976404842923E9,3
query_522,2304,8.911046592000002E9,2
query_523,2872,0.0,2
query_524,1731,291.5196584930388,2
query_525,2132,191753.7814436857,2
query_526,1312,1106.967069030805,2
query_527,2463,258999.91219763647,2
query_528,2118,269590.22620229615,2
query_529,1567,33.0641266119578,2
query_53,3459,1.378649894460954E8,4
query_530,2137,214384.74293536716,2
query_531,1955,129215.90064200285,2
query_532,2576,1.0718138000000001E8,2
query_533,2039,239796.80679462018,3
query_534,2903,4.9983121600000006E8,2
query_535,3316,2.263139544224E12,2
query_536,2586,1.9922159717923182,2
query_537,3047,1.5782017264E11,2
query_538,2785,5.6576676E7,2
query_539,3018,2.14680452064E11,2
query_54,3073,3.6525352560616484E9,3
query_540,2011,24594.0,2
query_541,2503,4.0855531519999995E9,2
query_542,1467,1.32915544E8,3
query_543,2674,8.513024E7,2
query_544,1548,3.01029041664E12,3
query_545,10214,3.7280216E7,2
query_546,11861,2.687804892331499E7,2
query_547,3720,1.966831309596599E7,2
query_548,6058,1.3667147988875799E7,2
query_549,67138,0.0,2
query_55,2012,4.3724774481400795E15,4
query_551,2632,49.93073338011572,2
query_552,1808,6.96649040461054,2
query_553,1756,1.2072448488126698E9,3
query_554,2409,7.376612969999999E8,2
query_555,1919,795.5799615364468,2
query_556,2919,3.11658048E8,2
query_557,3078,1.81800528E8,2
query_558,2859,103.2117876227329,2
query_559,2254,100.0,2
query_56,2055,2.336338257749601E16,3
query_560,2097,10184.974472294125,2
query_561,3091,2.15598111872E11,2
query_562,5158,1.38696052378E11,2
query_563,2445,2500.0,2
query_564,2407,3.0019836627569862,2
query_565,2326,6.2704797504E10,2
query_566,2562,1.6731611599999997E8,2
query_567,1875,245.57681368786962,2
query_568,3127,23726.60805437989,2
query_569,1988,148518.0,2
query_57,4086,1.736087118699672E12,4
query_570,2797,1.64226057066E11,2
query_571,72950,0.0,2
query_572,1492,63.516552163187356,2
query_573,1152,198.08077644336277,2
query_574,1600,1.1765863595918367E7,6
query_575,2858,1.8643171599999997E8,2
query_576,2532,1.005043833E9,2
query_578,2080,1181.8318201360612,2
query_579,2073,39404.63074977088,2
query_58,1926,1.156873083902529E16,3
query_580,2157,1.8947307314733055E10,3
query_581,2394,6.086680991999999E9,2
query_582,2710,0.0,2
query_583,2721,8.218155680000001E8,2
query_584,1900,2115.8845159861185,2
query_585,2504,1555510.531102875,3
query_586,3160,7.8537828096E10,2
query_587,1970,258.0,2
query_588,1996,2120.0,2
query_589,1554,81.18055175754546,2
query_59,1623,6.698554459280434E7,6
query_590,1560,4.005050167833102,2
query_592,2342,0.0,2
query_593,2385,383155.0063533357,2
query_594,1698,2.3459199520146957E8,3
query_595,2700,5191071.655073274,2
query_596,2027,2471089.7695555715,3
query_597,2227,2569536.3504954847,2
query_598,2980,1382137.524934383,2
query_599,2176,3266028.6972162058,2
query_6,2315,6.26511874E8,2
query_60,1736,5.609837240096485E9,6
query_600,1776,3202596.570067968,5
query_601,1879,2684661.5602114247,3
query_602,2254,1.9826145182501195E13,3
query_603,1975,299625.82331085455,2
query_604,2875,2.5534374119450383E7,6
query_605,2808,4.791984761550889E9,4
query_606,2825,4.25460926093E11,2
query_607,2684,5.967966549999999E8,2
query_608,2841,1.1935933099999998E9,2
query_609,1768,2.0215138855930872E9,4
query_61,1611,621.8494279648522,3
query_610,3145,8.457985824399998E10,2
query_611,2986,6.803481867E9,2
query_612,2635,1.138504388E9,2
query_613,2403,2.0696607499062516E7,2
query_614,3532,3.526879230148524E9,5
query_615,3074,4.7824079592750664E13,2
query_616,3483,7.948567544882939E13,2
query_617,1944,1.7958712558198816E11,3
query_618,1513,7.610560408298305E8,4
query_619,1639,183.05773100747038,2
query_62,2209,2.06108E8,2
query_620,2629,2.0731887999999996E7,2
query_621,2200,1.0744284635E10,2
query_622,2430,2447.243404834948,2
query_623,2970,4.6358007588E10,2
query_624,2255,1.9241588399999997E8,2
query_625,2684,6.4153272E7,2
query_626,1903,7149.429092738454,2
query_627,1633,399.72203279129405,2
query_628,1685,50.0,2
query_629,4680,9185710.526255263,2
query_63,2917,2.185193906E11,2
query_630,2256,14617.165841584158,2
query_631,2635,2550400.502798259,2
query_632,2331,9304815.420781033,2
query_633,18099,3.488528222716228E7,2
query_634,1207,429.06412500625174,2
query_635,2398,3.285574511815006E14,6
query_636,3100,5.745171240000001E8,2
query_637,5892,0.0,4
query_638,1331,9.729629695086393E7,4
query_639,2282,8.968485985215063E27,5
query_64,1821,2.4574873008555416E10,5
query_640,3810,6.169778168997904E8,2
query_641,2790,1.323565039102E12,2
query_642,2841,5.505210899999999E7,2
query_643,2645,2.4136831258899997E11,2
query_644,2364,9052416.0,2
query_645,3077,4.951900096E9,2
query_646,1899,0.0,4
query_647,2500,3.170287167308203E9,5
query_648,1983,4330561.0,2
query_649,67948,0.0,2
query_65,1939,5.481321271374653E10,4
query_650,69272,0.0,2
query_651,1767,7.469221544002409E9,3
query_652,1643,5.207948948592169E7,4
query_653,2594,2.201115448E9,2
query_654,2297,5.124293446E9,2
query_655,2216,1.0065177000000002E7,2
query_656,4421,141.9690165918251,2
query_657,3217,6.0600176E7,2
query_658,2226,2.0,2
query_659,4803,3.8494543390651345E9,4
query_66,1998,2.3828299436644664E9,4
query_660,2547,7.52605854E8,2
query_661,2297,1.7018480640000002E9,2
query_662,3668,2471569.0096207717,2
query_663,2643,4.6878759E7,2
query_664,3405,1.2704634709272945E14,2
query_665,1743,71409.0643448524,3
query_666,2916,43.719127410686056,2
query_667,3553,2692931.6001669373,2
query_668,2458,6.828926886000001E10,2
query_669,2884,1.58249076210576E10,2
query_67,3574,2.621346096303999E12,2
query_670,2157,6.064169405345619E9,4
query_671,1947,3.474475973766246E10,3
query_672,3870,1.360663330826678E8,4
query_673,3373,115.08865916998639,3
query_674,2769,5.9263588544710695,2
query_675,3893,2.713327279080451E13,4
query_676,2629,153.54038896723623,2
query_677,3362,67.1498421525474,3
query_678,1684,1.071611981659306E9,4
query_679,8670,533.445546732804,2
query_68,2962,8.216164554627327E8,3
query_680,1440,8.001786856676446,2
query_681,2772,2.07278573424E11,2
query_69,2882,2.3486243746E10,2
query_7,2206,6.4503135E7,2
query_70,2859,5.18047041001E11,2
query_71,3416,1.0530877550619403E8,4
query_72,2172,1.357252470113644E9,5
query_73,2463,2.8363316200789787E10,5
query_74,2224,64212.10198929617,3
query_75,1779,4.2610275102697816E9,5
query_76,1881,284065.41202570224,2
query_77,1887,154159.52168834407,4
query_78,1747,4.909753483686846E10,6
query_79,2770,1.1016111985480002E12,2
query_8,3493,1.854596887219557E10,4
query_80,2523,3.478259032827416E11,3
query_81,2245,3.513439013869296E11,4
query_82,2419,5.081648294199591E8,3
query_83,1759,5.041288257597149E8,4
query_84,2371,1.5759554720067317E12,3
query_85,2691,1.2910536704800002E11,2
query_86,2131,7.035351316E10,2
query_87,2516,1.586527264E9,2
query_88,2185,5.371322840799999E10,2
query_89,1799,6.927717347150022E15,3
query_9,2249,6.468327717000001E10,2
query_90,2001,1.0589894522853108E16,3
query_91,4551,9.938324040584146E9,3
query_92,2120,0.9961732216904079,4
query_93,3096,4.793355451432091E7,3
query_94,1923,1.6607935438891895E10,3
query_95,2681,3.13408797408E11,2
query_96,2677,8.51960755296E11,2
query_97,2526,3.31238214E8,2
query_98,2804,2.7625948758000004E10,2
query_99,1732,868.2464356801254,2
