query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_Q1904_o,4,1,847.0,414.0,10006,1215,348
query_Q1904_o,4,2,841.0,415.0,10012,555,358
query_Q1904_o,4,3,852.0,414.0,10013,541,135
query_Q1904_o,4,4,819.0,417.0,10001,433,471
query_Q1904_o,4,5,857.0,413.0,10015,418,299
