query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_SPO_s,4,1,910.0,910.0,10010,1980,30099484
query_SPO_s,4,2,910.0,910.0,10010,1364,26367488
query_SPO_s,4,3,910.0,910.0,10010,1272,28720234
query_SPO_s,4,4,910.0,910.0,10010,1303,37499926
query_SPO_s,4,5,910.0,910.0,10010,1274,26830140
