query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_520,5,1,4562.0,4545.0,100007,5122,34720047
query_520,5,2,4569.0,4545.0,100015,3468,34651618
query_520,5,3,4565.0,4545.0,100010,3527,34689600
query_520,5,4,4560.0,4545.0,100006,3433,34742917
query_520,5,5,4562.0,4545.0,100007,3474,34720047
