query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_349,1,1,2575.0,2475.0,10000,2170,12320298
query_349,1,2,2586.0,2472.0,10002,1149,12060262
query_349,1,3,2584.0,2472.0,10000,886,11845527
query_349,1,4,2572.0,2477.0,10003,917,11126681
query_349,1,5,2575.0,2475.0,10001,936,11441378
