# f c
1 9425
1 48
1 4099
1 1816
1 54
1 13568
1 14414
1 1935
1 16836
1 51
1 157
1 399
1 398
1 155
1 154
1 158
1 6282
1 285
1 163
1 5071
1 26888
1 282
1 57
1 12360
1 1706
1 15754
1 65
1 63
1 289
1 168
1 288
1 52664
1 131
1 494
1 252
1 130
1 250
1 371
1 7342
1 5284
1 29
1 565108
1 7224
1 187789
1 11287
1 30
1 12258
1 377
1 133
1 139
1 259
1 379
1 257
1 35361
1 27997
1 142
1 383
1 140
1 260
1 6387
1 5299
1 7109
1 1802
1 83482
1 1803
1 388
1 387
1 386
1 26662
1 269
1 148
1 156946
1 230
1 351
1 350
1 5385
1 4296
1 37691
1 11064
1 5026
1 8889
1 6105
1 239
1 19904
1 4169
1 12039
1 355
1 597
1 112
1 41949
1 232
1 231
1 117
1 358
1 237
1 478
1 145800
1 142774
1 6629919
1 61455
1 41943
1 483
1 241
1 58283
1 482
1 240
1 481
1 17973
1 9994
1 6237
1 9627
1 245
1 487
1 244
1 122
1 484
1 127
1 368
1 489
1 367
1 69706
1 692
1 691
1 6690
1 690
1 4030
1 22536
1 8634
1 6688
1 4148
1 217
1 459
1 332
1 211
1 452
1 451
1 337
1 1468704
1 215
1 336
1 213
1 461
1 22547
1 6466
1 8521
1 138303
1 4166
1 109
1 108
1 7546
1 107
1 344
1 101
1 463
1 462
1 105
1 226
1 104
1 198807
1 587
1 23644
1 2074
1 2190
1 5103
1 7637
1 6787
1 679
1 4125
1 10219
1 793
1 671
1 792
1 550
1 315
1 678
1 3157
1 557
1 434
1 313
1 681
1 17090
1 74044
1 45305
1 4261
1 19158
1 20383
1 10221
1 4259
1 232640
1 327
1 4378
1 10225
1 7528
1 201
1 321
1 563
1 562
1 440
1 682
1 325
1 446
1 204
1 3049
1 203
1 323
1 202
1 1087
1 2293
1 6896
1 6775
1 539
1 417
1 538
1 10472
1 4224
1 6527
1 5559
1 776
1 775
1 532
1 411
1 3032
1 3273
1 7992
1 8713
1 11574
1 174654
1 8834
1 4116
1 548
1 6534
1 8715
1 13510
1 8835
1 12305
1 13878
1 4239
1 10125
1 541
1 420
1 660
1 665
1 544
1 3241
1 2273
1 2391
1 1060
1 1406396
1 4570
1 104663
1 638
1 12551
1 6746
1 4202
1 635
1 11466
1 519
1 4207
1 750
1 996
1 148359
1 995
1 32046
1 3116
1 3479
1 5550
1 105880
1 4220
1 407
1 649
1 38932
1 406
1 11476
1 527
1 15951
1 4698
1 646
1 525
1 14621
1 7608
1 15834
1 12687
1 86451
1 4338
1 883
1 520
1 641
1 640
1 524
1 3489
1 401
1 1113246
1 1162
1 2131
1 3463
1 2496
1 44968
1 44965
1 4671
1 613
1 5753
1 6606
1 618
1 739
1 738
1 971
1 54176
1 2009
1 854
1 1034
1 732
1 3214
1 1053
1 3595
1 2264
1 21614
1 1293
1 44951
1 40596
1 5892
1 6613
1 988
1 504
1 321911
1 503
1 4433
1 10720
1 508
1 507
1 3229
1 126737
1 5409
1 84930
1 864
1 500
1 1047
1 983
1 620
1 1169
1 20659
1 1140
1 1383
1 2593
1 1142
1 1264
1 2591
1 42322
1 715
1 955
1 17008
1 717
1 716
1 2227
1 3438
1 1019
1 4529
1 953
1 952
1 75080
1 2103
1 1031
1 3331
1 55370
1 654989
1 6841
1 5751
1 23817
1 604
1 33844
1 6836
1 264890
1 170630
1 5509
1 1144
1 30571
1 2355
1 841
1 654992
1 60808
1 1000
1 1480
1 22736
1 813
1 812
1 1119
1 817
1 816
1 4867
1 1599
1 931
1 2684
1 3531
1 1354
1 2685
1 2322
1 1355
1 1113
1 3413
1 2581
1 2583
1 2463
1 21897
1 88252
1 4641
1 18244
1 3673
1 18363
1 4634
1 703
1 5964
1 215105
1 705
1 1007
1 1486
1 3302
1 1246
1 913
1 2428
1 5936
1 12956
1 1335
1 5939
1 3514
1 3510
1 1212
1 1213
1 1591
1 1231
1 918
1 43684
1 803
1 923
1 103612
1 10302
1 926
1 101557
1 4976
1 1467
1 11638
1 13934
1 31467
1 1107
1 4859
1 1221
1 2795
1 2674
1 1344
1 2433
