# f c
4960552 1
1091241 2
474616 4
446928 5
357333 3
314832 6
187303 7
151614 8
119790 14
119491 15
113224 13
110973 9
99410 12
96144 17
95726 16
89178 10
83693 18
81156 11
78290 19
61961 20
50706 21
42754 22
35654 23
31414 24
25974 25
23480 26
21204 27
17865 28
17539 29
15854 30
13450 31
10514 32
8420 33
6714 34
5818 35
4899 36
4160 37
3656 38
3064 39
2640 40
2173 41
1884 42
1612 43
1291 44
1158 45
1040 46
834 47
691 48
647 49
528 50
423 51
365 52
305 53
266 54
240 55
204 56
164 57
148 58
122 59
97 60
87 62
87 61
74 63
66 64
49 67
49 66
45 69
45 68
41 65
32 72
29 70
28 71
25 74
24 76
20 73
18 78
17 77
16 75
14 79
11 82
10 83
9 80
9 91
8 92
7 81
6 85
5 86
5 88
5 98
4 100
4 89
4 96
3 108
3 107
3 84
3 87
3 94
3 97
2 101
2 104
2 105
2 118
2 112
2 90
2 123
1 212
1 176
1 184
1 102
1 106
1 103
1 555
1 135
1 134
1 1372
1 146
1 95
1 113
1 234
1 110
1 116
1 114
1 99
1 129
1 122

