query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_352,6,1,271230.0,33366.0,1000009,30606,10341084
query_352,6,2,270501.0,33407.0,1000021,27703,10019483
query_352,6,3,269133.0,33462.0,1000017,26914,10223577
query_352,6,4,270947.0,33379.0,1000000,26872,10115993
query_352,6,5,270792.0,33382.0,1000008,26306,10355310
