query_name,Config,Run,BigN_SampleSize,CHAOLEE_SampleSize,Nb_Total_Scans,Execution_time,cd
query_SPO_p,6,1,961610.0,3839.0,1000000,323815,3843
query_SPO_p,6,2,961280.0,3872.0,1000000,294129,3876
query_SPO_p,6,3,961220.0,3878.0,1000000,263457,3882
query_SPO_p,6,4,961600.0,3840.0,1000000,236860,3844
query_SPO_p,6,5,961570.0,3843.0,1000000,188340,3847
